"Batter_Name","line_bin","length_bin","Balls","Runs","SR"
"V Nigam","off","back of length",6,10,166.67
"V Nigam","line","back of length",2,5,250
"V Nigam","leg","back of length",3,4,133.33
"V Nigam","off","short",3,0,0
"V Nigam","line","short",8,18,225
"V Nigam","leg","short",4,7,175
"V Nigam","line","bouncer",1,0,0
"V Nigam","leg","bouncer",1,1,100
"Vijay Shankar","off","yorker",20,32,160
"Vijay Shankar","line","yorker",11,13,118.18
"Vijay Shankar","leg","yorker",10,18,180
"Vijay Shankar","off","full",28,44,157.14
"Vijay Shankar","line","full",30,43,143.33
"Vijay Shankar","leg","full",10,5,50
"Vijay Shankar","off","length",45,48,106.67
"Vijay Shankar","line","length",54,55,101.85
"Vijay Shankar","leg","length",13,19,146.15
"Vijay Shankar","off","back of length",44,76,172.73
"Vijay Shankar","line","back of length",41,51,124.39
"Vijay Shankar","leg","back of length",12,16,133.33
"Vijay Shankar","off","short",15,21,140
"Vijay Shankar","line","short",19,22,115.79
"Vijay Shankar","leg","short",10,20,200
"Vijay Shankar","off","bouncer",11,16,145.45
"Vijay Shankar","line","bouncer",10,18,180
"Vijay Shankar","leg","bouncer",3,4,133.33
"V Suryavanshi","off","yorker",3,11,366.67
"V Suryavanshi","line","yorker",5,2,40
"V Suryavanshi","leg","yorker",5,10,200
"V Suryavanshi","off","full",10,20,200
"V Suryavanshi","line","full",12,18,150
"V Suryavanshi","leg","full",5,12,240
"V Suryavanshi","off","length",17,29,170.59
"V Suryavanshi","line","length",12,15,125
"V Suryavanshi","leg","length",3,10,333.33
"V Suryavanshi","off","back of length",21,69,328.57
"V Suryavanshi","line","back of length",7,17,242.86
"V Suryavanshi","leg","back of length",2,7,350
"V Suryavanshi","off","short",7,9,128.57
"V Suryavanshi","line","short",2,6,300
"V Suryavanshi","leg","short",1,0,0
"V Suryavanshi","off","bouncer",6,10,166.67
"V Suryavanshi","line","bouncer",2,0,0
"V Suryavanshi","leg","bouncer",2,7,350
"Vijayakanth Viyaskanth","off","length",1,1,100
"Vijayakanth Viyaskanth","off","back of length",2,2,100
"Vijayakanth Viyaskanth","leg","back of length",1,3,300
"Vijayakanth Viyaskanth","off","short",1,1,100
"Vaibhav Arora","off","yorker",1,0,0
"Vaibhav Arora","line","yorker",2,1,50
"Vaibhav Arora","off","full",1,0,0
"Vaibhav Arora","leg","full",1,0,0
"Vaibhav Arora","off","length",5,2,40
"Vaibhav Arora","line","length",3,2,66.67
"Vaibhav Arora","leg","length",3,2,66.67
"Vaibhav Arora","off","back of length",3,2,66.67
"Vaibhav Arora","line","back of length",1,0,0
"Vaibhav Arora","leg","back of length",1,0,0
"Vaibhav Arora","leg","short",1,0,0
"Vaibhav Arora","off","bouncer",1,0,0
"Vaibhav Arora","line","bouncer",1,0,0
"Venkatesh Iyer","off","yorker",34,56,164.71
"Venkatesh Iyer","line","yorker",31,46,148.39
"Venkatesh Iyer","leg","yorker",13,21,161.54
"Venkatesh Iyer","off","full",67,98,146.27
"Venkatesh Iyer","line","full",60,108,180
"Venkatesh Iyer","leg","full",12,18,150
"Venkatesh Iyer","off","length",101,138,136.63
"Venkatesh Iyer","line","length",105,127,120.95
"Venkatesh Iyer","leg","length",26,35,134.62
"Venkatesh Iyer","off","back of length",87,98,112.64
"Venkatesh Iyer","line","back of length",74,122,164.86
"Venkatesh Iyer","leg","back of length",28,50,178.57
"Venkatesh Iyer","off","short",53,70,132.08
"Venkatesh Iyer","line","short",32,40,125
"Venkatesh Iyer","leg","short",18,14,77.78
"Venkatesh Iyer","off","bouncer",17,23,135.29
"Venkatesh Iyer","line","bouncer",17,24,141.18
"Venkatesh Iyer","leg","bouncer",8,10,125
"Vijaykumar Vyshak","line","yorker",1,2,200
"Vijaykumar Vyshak","line","full",1,1,100
"Vijaykumar Vyshak","leg","full",2,1,50
"Vijaykumar Vyshak","off","length",2,1,50
"Vijaykumar Vyshak","line","length",1,6,600
"Vijaykumar Vyshak","off","back of length",1,0,0
"Vijaykumar Vyshak","line","back of length",2,1,50
"Vijaykumar Vyshak","off","short",1,1,100
"Vijaykumar Vyshak","line","short",1,1,100
"Vijaykumar Vyshak","leg","short",1,0,0
"Vishnu Vinod","off","yorker",1,1,100
"Vishnu Vinod","line","yorker",2,1,50
"Vishnu Vinod","leg","yorker",1,0,0
"Vishnu Vinod","off","full",6,5,83.33
"Vishnu Vinod","line","full",2,10,500
"Vishnu Vinod","leg","full",1,1,100
"Vishnu Vinod","off","length",4,1,25
"Vishnu Vinod","line","length",4,2,50
"Vishnu Vinod","leg","length",1,1,100
"Vishnu Vinod","off","back of length",2,7,350
"Vishnu Vinod","line","back of length",3,5,166.67
"Vishnu Vinod","leg","back of length",1,1,100
"Vishnu Vinod","leg","short",2,2,100
"Vishnu Vinod","off","bouncer",1,0,0
"Vivrant Sharma","off","yorker",2,0,0
"Vivrant Sharma","line","yorker",3,1,33.33
"Vivrant Sharma","off","full",2,1,50
"Vivrant Sharma","line","full",4,2,50
"Vivrant Sharma","leg","full",1,4,400
"Vivrant Sharma","off","length",5,14,280
"Vivrant Sharma","line","length",9,19,211.11
"Vivrant Sharma","leg","length",2,0,0
"Vivrant Sharma","off","back of length",4,11,275
"Vivrant Sharma","line","back of length",2,2,100
"Vivrant Sharma","leg","back of length",1,0,0
"Vivrant Sharma","off","short",1,0,0
"Vivrant Sharma","line","short",4,5,125
"Vivrant Sharma","off","bouncer",2,2,100
"Vivrant Sharma","line","bouncer",4,7,175
"Vivrant Sharma","leg","bouncer",1,1,100
"Wayne Parnell","line","yorker",1,1,100
"Wayne Parnell","off","length",2,0,0
"Wayne Parnell","leg","back of length",1,0,0
"Wayne Parnell","off","bouncer",1,1,100
"Will Jacks","off","yorker",10,16,160
"Will Jacks","line","yorker",14,26,185.71
"Will Jacks","leg","yorker",10,8,80
"Will Jacks","off","full",20,25,125
"Will Jacks","line","full",20,26,130
"Will Jacks","leg","full",12,19,158.33
"Will Jacks","off","length",23,26,113.04
"Will Jacks","line","length",39,72,184.62
"Will Jacks","leg","length",20,21,105
"Will Jacks","off","back of length",28,38,135.71
"Will Jacks","line","back of length",25,41,164
"Will Jacks","leg","back of length",13,27,207.69
"Will Jacks","off","short",17,33,194.12
"Will Jacks","line","short",21,35,166.67
"Will Jacks","leg","short",13,19,146.15
"Will Jacks","off","bouncer",6,11,183.33
"Will Jacks","line","bouncer",9,18,200
"Will Jacks","leg","bouncer",3,2,66.67
"Wriddhiman Saha","off","yorker",25,31,124
"Wriddhiman Saha","line","yorker",15,16,106.67
"Wriddhiman Saha","leg","yorker",9,11,122.22
"Wriddhiman Saha","off","full",53,54,101.89
"Wriddhiman Saha","line","full",52,85,163.46
"Wriddhiman Saha","leg","full",12,10,83.33
"Wriddhiman Saha","off","length",73,80,109.59
"Wriddhiman Saha","line","length",82,124,151.22
"Wriddhiman Saha","leg","length",26,39,150
"Wriddhiman Saha","off","back of length",78,87,111.54
"Wriddhiman Saha","line","back of length",76,80,105.26
"Wriddhiman Saha","leg","back of length",25,24,96
"Wriddhiman Saha","off","short",39,66,169.23
"Wriddhiman Saha","line","short",32,27,84.38
"Wriddhiman Saha","leg","short",18,20,111.11
"Wriddhiman Saha","off","bouncer",20,22,110
"Wriddhiman Saha","line","bouncer",19,31,163.16
"Wriddhiman Saha","leg","bouncer",7,17,242.86
"Washington Sundar","off","yorker",12,17,141.67
"Washington Sundar","line","yorker",4,4,100
"Washington Sundar","leg","yorker",8,18,225
"Washington Sundar","off","full",12,19,158.33
"Washington Sundar","line","full",18,20,111.11
"Washington Sundar","leg","full",8,10,125
"Washington Sundar","off","length",21,24,114.29
"Washington Sundar","line","length",25,43,172
"Washington Sundar","leg","length",5,14,280
"Washington Sundar","off","back of length",27,33,122.22
"Washington Sundar","line","back of length",21,26,123.81
"Washington Sundar","leg","back of length",3,4,133.33
"Washington Sundar","off","short",6,9,150
"Washington Sundar","line","short",19,19,100
"Washington Sundar","leg","short",8,13,162.5
"Washington Sundar","off","bouncer",4,4,100
"Washington Sundar","line","bouncer",9,15,166.67
"Washington Sundar","leg","bouncer",2,2,100
"Xavier Bartlett","line","yorker",1,1,100
"Xavier Bartlett","off","full",1,0,0
"Xavier Bartlett","line","full",4,2,50
"Xavier Bartlett","line","length",2,1,50
"Xavier Bartlett","leg","length",1,1,100
"Xavier Bartlett","off","back of length",1,1,100
"Xavier Bartlett","line","back of length",1,1,100
"Xavier Bartlett","off","short",1,0,0
"Xavier Bartlett","line","short",1,0,0
"Xavier Bartlett","leg","short",2,4,200
"Yashasvi Jaiswal","off","yorker",57,99,173.68
"Yashasvi Jaiswal","line","yorker",58,102,175.86
"Yashasvi Jaiswal","leg","yorker",10,16,160
"Yashasvi Jaiswal","off","full",86,120,139.53
"Yashasvi Jaiswal","line","full",96,134,139.58
"Yashasvi Jaiswal","leg","full",18,30,166.67
"Yashasvi Jaiswal","off","length",135,207,153.33
"Yashasvi Jaiswal","line","length",162,244,150.62
"Yashasvi Jaiswal","leg","length",42,111,264.29
"Yashasvi Jaiswal","off","back of length",130,171,131.54
"Yashasvi Jaiswal","line","back of length",118,178,150.85
"Yashasvi Jaiswal","leg","back of length",56,102,182.14
"Yashasvi Jaiswal","off","short",64,94,146.88
"Yashasvi Jaiswal","line","short",76,123,161.84
"Yashasvi Jaiswal","leg","short",22,38,172.73
"Yashasvi Jaiswal","off","bouncer",32,56,175
"Yashasvi Jaiswal","line","bouncer",40,35,87.5
"Yashasvi Jaiswal","leg","bouncer",8,17,212.5
"Yuzvendra Chahal","line","yorker",1,0,0
"Yuzvendra Chahal","leg","yorker",1,1,100
"Yuzvendra Chahal","leg","full",1,0,0
"Yuzvendra Chahal","line","length",2,1,50
"Yuzvendra Chahal","off","back of length",1,2,200
"Yuzvendra Chahal","leg","back of length",1,1,100
"Yuzvendra Chahal","leg","short",1,0,0
"Yash Dhull","line","yorker",1,0,0
"Yash Dhull","off","full",3,2,66.67
"Yash Dhull","line","full",1,0,0
"Yash Dhull","leg","full",1,1,100
"Yash Dhull","line","length",2,2,100
"Yash Dhull","off","back of length",5,5,100
"Yash Dhull","line","back of length",4,4,100
"Yash Dhull","leg","back of length",1,0,0
"Yash Dhull","leg","short",1,0,0
"Yash Dhull","off","bouncer",1,0,0
"Yash Dhull","line","bouncer",2,1,50
"Yash Dhull","leg","bouncer",1,1,100
"Yash Dayal","off","yorker",1,1,100
"Yash Dayal","off","full",2,2,100
"Yash Dayal","off","length",1,0,0
"Yash Dayal","off","back of length",3,0,0
"Yash Dayal","leg","back of length",1,0,0
"Yash Dayal","off","short",1,1,100
"Yudhvir Singh","off","yorker",2,4,200
"Yudhvir Singh","line","full",2,7,350
"Yudhvir Singh","off","length",3,3,100
"Yudhvir Singh","leg","length",1,0,0
"Yudhvir Singh","line","back of length",2,1,50
"Yudhvir Singh","leg","back of length",2,0,0
"Yudhvir Singh","off","short",1,1,100
"Yudhvir Singh","line","short",2,0,0
"Yudhvir Singh","leg","short",1,6,600
