"","player_name","team","games_played_window","avg_points_q1_per_game","avg_points_q2_per_game","avg_points_q3_per_game","avg_points_q4_per_game","avg_points_first_half_per_game","avg_points_second_half_per_game","points_per_game_last5","rebounds_per_game_last5","assists_per_game_last5","threes_made_per_game_last5","points_per_game_last10","rebounds_per_game_last10","assists_per_game_last10","threes_made_per_game_last10","points_per_game_last15","rebounds_per_game_last15","assists_per_game_last15","threes_made_per_game_last15"
"1","A.J. Lawson","Raptors",57,0.86,1.07,1.51,3.18,1.93,4.68,10,4.4,0.6,1.2,14.4,5.6,1.5,2.1,11,4.13,1.13,1.67
"2","AJ Green","Bucks",126,1.24,2.14,1.5,2.83,3.38,4.33,11,2.8,2,3.6,8.8,3.2,1.7,2.9,7.47,2.53,1.8,2.4
"3","AJ Griffin","Hawks",82,1.99,2.26,1.44,2.57,4.24,4.01,5.5,0.8,0.5,0.5,3.67,0.5,0.33,0.33,2.6,0.33,0.2,0.2
"4","AJ Johnson","Wizards",18,0.89,0.94,2.22,3.44,1.83,5.67,10,1.6,1.8,1,10.2,2.2,2.9,1.2,9,1.67,2.92,1
"5","Aaron Gordon","Nuggets",312,4.5,3.65,3.97,2.63,8.15,6.6,12.6,9.4,4.2,2,15.9,7.9,3.1,1.7,17.33,7.4,2.53,1.6
"6","Aaron Henry","76ers",1,0,0,0,2,0,2,0.67,0,0,0,0.4,0.1,0,0,0.4,0.07,0,0
"7","Aaron Holiday","Rockets",214,1.31,1.45,1.69,2.5,2.76,4.19,6,0.2,1,1,4.67,0.6,1.5,0.83,5.3,0.73,1.4,1.1
"8","Aaron Nesmith","Pacers",251,2.4,2.98,2.66,2.8,5.37,5.46,8.4,5,1.2,2,9.5,4.9,0.9,2.2,11.33,5.27,1.07,2.4
"9","Aaron Wiggins","Thunder",275,1.8,2.89,1.81,2.48,4.68,4.29,4,2,0.8,1,5.11,1.6,0.89,1.22,4.36,1.8,1.14,1
"10","Abdel Nader","Suns",9,0.56,1.11,1.11,1,1.67,2.11,NA,0,NA,NA,0,0.2,0,0,2.5,0.93,0.5,0.33
"11","Adam Flagler","Thunder",14,0.43,0.57,0,3.57,1,3.57,3.4,1.6,0.8,0.8,2.7,1.6,1.2,0.6,2.31,1.13,0.92,0.54
"12","Adama Sanogo","Bulls",7,0.86,1.14,1.86,2.43,2,4.29,1.33,1,0,0,6,2.6,0.2,0,3.78,2.33,0.11,0
"13","Adem Bona","76ers",39,1.62,1.74,1.21,1.74,3.36,2.95,14.75,7,1.25,0,13.33,7.2,1,0,10.46,5.73,0.77,0
"14","Admiral Schofield","Magic",59,0.37,1.61,0.86,2.69,1.98,3.56,1.5,0.4,0.5,0.5,1.5,0.5,0.5,0.5,1.38,0.53,0.25,0.38
"15","Ahmad Caver","Pacers",1,0,0,0,2,0,2,2,0,0,0,2,0,0,0,2,0,0,0
"16","Ajay Mitchell","Thunder",40,0.6,2.08,0.75,3.45,2.67,4.2,1,0.2,2,0,3.33,0.6,1,0.17,2.78,0.47,0.78,0.22
"17","Al Horford","Celtics",317,2.68,2.36,2.66,1.79,5.04,4.45,9.2,5,1.4,1.6,8.3,6.1,1.7,1.3,8.07,6.73,2.13,1.47
"18","Alec Burks","Heat",230,2.43,3.23,2.78,3.09,5.65,5.87,4,1,1.5,1,8.86,1.3,1.43,2.57,8.25,1.07,1.5,2.38
"19","Aleem Ford","Magic",3,0,3,1,0.67,3,1.67,2.8,3,0.4,0.4,2.8,3,0.4,0.4,2.8,3,0.4,0.4
"20","Aleksej Pokusevski","Hornets",106,1.82,2.49,2.06,1.95,4.31,4.01,8.8,5.8,1.2,1.4,8.4,4.8,1.2,1.1,7.73,4.73,1.67,0.93
"21","Alex Caruso","Thunder",242,1.95,2.37,2.18,1.68,4.32,3.86,8,3.2,1.6,1,9.2,3,1.5,1.3,9.6,2.6,1.73,1.53
"22","Alex Ducas","Thunder",8,0,0.38,0,3.5,0.38,3.5,1.6,1.2,0.4,0.4,1.14,0.6,0.29,0.29,1.1,0.6,0.3,0.3
"23","Alex Fudge","Mavericks",3,0,1.67,0.67,2.67,1.67,3.33,3.67,0.6,0,0.33,2.6,0.5,0,0.2,2.5,0.33,0,0.17
"24","Alex Len","Lakers",102,1.36,1.36,0.81,1.24,2.73,2.05,0,0.8,0,0,0,0.4,0,0,2.5,0.93,0.25,0.25
"25","Alex Reese","76ers",12,0.67,1.67,1.08,1.75,2.33,2.83,7.5,2.4,0.25,2,6,3.2,0.22,1.33,5.17,2.4,0.25,1.08
"26","Alex Sarr","Wizards",60,4.07,2.97,3.37,2.42,7.03,5.78,15.4,6,2.6,1,18,6.4,2.6,2,16.93,7.07,2.67,1.87
"27","Alfonzo McKinnie","Bulls",12,1.92,0.58,0.67,1.75,2.5,2.42,NA,0,NA,NA,0.5,0.2,0,0,0.6,0.53,0.2,0
"28","Alize Johnson","Spurs",11,0.27,1.09,0.91,2.09,1.36,3,1.67,1.4,0.33,0,1.83,1.8,0.17,0,1.78,1.8,0.22,0
"29","Alondes Williams","Pistons",3,0,0,0,3.33,0,3.33,5,0,1,1,3.5,0,0.5,0.5,1.4,0,0.2,0.2
"30","Alperen Sengun","Rockets",283,3.99,4.25,4.46,3.41,8.24,7.87,20.6,11.6,5.8,0.2,20.6,11.7,4.5,0.3,20.07,11.6,4.6,0.33
"31","Amari Bailey","Hornets",5,0.6,0.4,0,3.6,1,3.6,8,1.4,2.5,0.5,3,0.7,1,0.17,2.57,0.47,0.86,0.14
"32","Amen Thompson","Rockets",131,3.18,2.92,2.83,3.2,6.09,6.03,18.2,7.6,2.8,0.2,15.7,7.3,3.9,0.2,15.7,4.87,3.9,0.2
"33","Amir Coffey","Clippers",216,1.75,2.2,2.18,2.89,3.95,5.06,NA,0,NA,NA,6,0.7,1,1,7.5,0.8,1,1.38
"34","Andre Drummond","76ers",257,1.8,2.51,1.68,1.69,4.31,3.37,5,1.6,0.5,0,9.29,6.6,2,0.29,8.45,6.13,1.45,0.18
"35","Andre Iguodala","Warriors",32,1.19,1.41,0.78,1.38,2.59,2.16,2,2,2.8,0,2.12,1.7,2.38,0.12,2,1.13,2,0.17
"36","Andre Jackson Jr.","Bucks",73,1.62,0.81,1.08,1.33,2.42,2.41,0,0,0,0,0,0.3,0.33,0,0.71,0.53,0.29,0
"37","Andrew Nembhard","Pacers",235,2.61,2.77,2.53,2.56,5.38,5.09,11.4,2.8,3.2,1.6,10.5,2.9,3.8,1.4,11.07,3.07,4,1.47
"38","Andrew Wiggins","Heat",280,4.74,3.98,4.49,2.85,8.71,7.34,13.2,4.4,2.4,2.2,15.25,3.4,2.62,1.88,15.91,2.73,2.73,1.91
"39","Anfernee Simons","Trail Blazers",230,4.22,5.11,5.39,5.33,9.33,10.72,20,0.2,5,3,22,1.4,3.5,4,24.64,1.87,3.45,3.82
"40","Anthony Black","Magic",130,1.83,1.79,1.95,2.42,3.62,4.36,8.2,4.4,0,0.4,9.8,3.9,1.8,0.7,10.33,3.93,2.27,0.8
"41","Anthony Davis","Mavericks",243,7.96,5.22,6.74,4.64,13.18,11.38,20.75,7.2,4.5,1.25,23.88,9,3.75,0.88,23.5,9,3.75,0.75
"42","Anthony Edwards","Timberwolves",348,7,5.08,7.33,5.4,12.08,12.73,23,7.4,4.6,2.2,24.6,7.5,5.1,3,25.33,7.8,5.47,3.07
"43","Anthony Gill","Wizards",138,0.87,1.12,0.89,2.04,1.99,2.93,2.67,2,0.33,0,5.57,2.1,0.71,0.14,4.4,1.6,0.8,0.2
"44","Anthony Lamb","Warriors",59,1.68,2.49,1.31,1.61,4.17,2.92,1.25,0.8,0,0.25,1,0.6,0,0.2,1.38,0.6,0.38,0.12
"45","Anton Watson","Knicks",3,0,0,0,2,0,2,2,0.2,0,0,1.5,0.2,0.25,0,1.2,0.13,0.4,0
"46","Antonio Reeves","Pelicans",28,0.71,1.79,0.79,4.11,2.5,4.89,17.5,2,2,3,11.25,1.6,1.38,2.12,9.64,1.2,1.09,1.82
"47","Ariel Hukporti","Knicks",14,0.86,0.93,0.29,1.64,1.79,1.93,1,0,0,0,1.33,0.2,0,0,1.33,0.13,0,0
"48","Armel Traore","Lakers",5,0.4,0.8,0,1.6,1.2,1.6,2,0.2,0,0,2,0.1,0,0,2,0.87,0.17,0
"49","Armoni Brooks","Nets",43,1.88,1.28,1.7,2.81,3.16,4.51,5.75,1.6,1,1.5,3.57,1.2,0.71,0.86,2.78,1.07,0.56,0.67
"50","Ashton Hagans","Trail Blazers",16,1.06,0.81,1.19,1.94,1.88,3.12,5,2.2,2.6,0.6,4.3,2.7,3.2,0.6,4.6,2.67,3.13,0.53
"51","Ausar Thompson","Pistons",117,2.48,2.28,2.92,1.86,4.76,4.79,11.8,5,1,0,11.7,5.1,1.6,0.1,10.47,4.93,1.6,0.2
"52","Austin Reaves","Lakers",295,3.58,3.92,3.62,3.71,7.5,7.33,16.2,5.4,3.6,3,20.9,4.9,4.3,3.4,23.4,5,5.4,3.47
"53","Austin Rivers","Timberwolves",102,1.26,1.81,1.54,2.16,3.08,3.7,2.5,1,0.25,0.5,2.4,0.5,0.2,0.4,1.5,0.4,0.25,0.25
"54","Avery Bradley","Lakers",51,2.57,1.57,2.18,1.31,4.14,3.49,7.5,0.4,0.5,1.5,6.25,0.6,0.5,1.25,5.44,0.93,0.44,1
"55","Ayo Dosunmu","Bulls",274,2.74,2.55,2.73,2.52,5.3,5.26,11.4,3,3.4,0.6,12.1,2.8,4.7,1.2,12.21,2.33,4.07,1.5
"56","BJ Johnson","Magic",3,0,3.67,1.67,3.33,3.67,5,6.5,3.75,0,1,6.5,3.75,0,1,6.5,3.75,0,1
"57","Bam Adebayo","Heat",330,4.82,4.59,4.58,4.44,9.41,9.02,17,11.2,4,1.6,16.89,9.1,4.33,1.89,16.21,8.6,4.29,1.5
"58","Baylor Scheierman","Celtics",12,0.92,0.5,1.75,3.17,1.42,4.92,1.67,0.6,0,0.33,2,0.4,0,0.5,3.71,0.87,0.86,1
"59","Ben McLemore","Trail Blazers",55,2.82,3.49,2.98,2.56,6.31,5.55,14.4,2,2,3,15.4,1.8,1.2,3.2,15.47,2,1.07,3.2
"60","Ben Sheppard","Pacers",121,1.33,1.4,1.12,2.18,2.74,3.31,2.8,2.4,0.2,0.4,3,2.3,0.5,0.6,3.73,2,0.47,0.8
"61","Ben Simmons","Clippers",91,2.4,1.49,1.98,1,3.89,2.98,0.67,0.8,0.33,0,0.5,1.7,1.25,0,1.08,2.27,2.31,0
"62","Bennedict Mathurin","Pacers",224,3.39,4.42,3.29,4.48,7.81,7.77,13.6,6.2,1.2,1.2,13.4,4.8,1.1,0.9,9.93,3.6,0.93,0.6
"63","Bilal Coulibaly","Wizards",119,2.71,2.37,3.04,2.45,5.08,5.49,9,4,1.25,0.5,11.89,4.1,2.56,0.89,11.71,4.8,3.57,1
"64","Bismack Biyombo","Spurs",136,1.6,1.38,1.5,1.6,2.98,3.1,8.25,5,1,0,6.38,4.1,0.88,0,5.62,4.13,1,0
"65","Blake Griffin","Celtics",75,2.32,2.01,1.76,1.07,4.33,2.83,NA,0,NA,NA,NA,0,NA,NA,0,0.13,0,0
"66","Blake Wesley","Spurs",114,1.22,1.31,1.03,1.9,2.53,2.93,4.4,2.8,3,0.2,4.8,2,2.8,0.6,4.64,1.67,2.5,0.57
"67","Boban Marjanovic","Rockets",52,0.23,0.9,0.21,3.44,1.13,3.65,13,1.6,1,0,8.5,0.9,1,0,4.4,0.67,0.4,0
"68","Bobby Portis","Bucks",299,4.25,3.97,3.29,2.42,8.23,5.71,14,8.2,1.4,2,15,6.1,1.29,1.86,13.33,4.93,1.56,1.44
"69","Bogdan Bogdanovic","Clippers",259,3.07,4.21,3.39,3.89,7.28,7.28,9,2.8,2.2,1.4,8.2,2.7,2.6,1.3,10.6,3.33,2.8,1.67
"70","Bojan Bogdanovic","Knicks",193,4.9,4.78,4.85,3.62,9.67,8.47,7.4,2.8,1,1.8,8.7,2,0.9,1.6,9.47,2.07,0.73,1.53
"71","Bol Bol","Suns",134,1.82,2.93,1.37,2.19,4.75,3.56,NA,0,NA,NA,3.67,0.5,0.67,0.33,5,1.8,0.88,0.5
"72","Bones Hyland","Timberwolves",179,1.77,3.17,1.8,3.66,4.94,5.46,1.5,0,1,0.5,2.83,0,0.5,0.5,2.83,0,0.5,0.5
"73","Brad Wanamaker","Wizards",19,0.26,1.53,1.05,1.53,1.79,2.58,3.4,1.6,3.2,0,3.6,1.7,2.7,0,3.69,1.4,2.77,0
"74","Bradley Beal","Suns",197,5.1,4.91,5.31,4.76,10.01,10.07,12.6,2.6,2.8,2,13.6,2.3,3.7,1.5,17.27,3.33,4.33,1.6
"75","Branden Carlson","Thunder",19,1.37,0.53,0.47,2.42,1.89,2.89,2.6,1,0.4,0,4.11,1.5,0.56,0.56,3.46,1.07,0.38,0.54
"76","Brandin Podziemski","Warriors",135,2.88,2.33,2.79,2.64,5.21,5.44,11.6,6.2,3.2,1.4,12.1,5.2,3.2,1.9,11.33,5.07,3.07,1.93
"77","Brandon Boston","Pelicans",125,1,2.5,1.34,3.98,3.5,5.33,10.5,1.4,1,1.5,8.57,1.4,0.43,1.14,8.58,2.27,0.83,0.92
"78","Brandon Clarke","Grizzlies",200,2.04,2.7,2.28,2.81,4.74,5.08,9.6,4,1,0,10.2,5.8,1.2,0,9.53,5.2,1.2,0
"79","Brandon Goodwin","Cavaliers",25,1.48,2.32,1.12,1.92,3.8,3.04,0.67,0,0.33,0,3.71,0.2,0.43,0.29,3.33,0.67,0.75,0.25
"80","Brandon Ingram","Raptors",196,6.69,4.62,7.13,4.1,11.31,11.23,NA,0,NA,NA,17.33,1.1,4.33,2,21.5,2.67,5.88,2.5
"81","Brandon Knight","Mavericks",4,3,2.5,0.5,2,5.5,2.5,7.5,1.2,2,1,6.4,1.33,1.6,0.8,6.4,1.33,1.6,0.8
"82","Brandon Miller","Hornets",101,4.98,3.78,5.18,4.27,8.76,9.45,18.8,3.4,4.4,3.8,20.4,4.3,3.8,3.6,22.07,4.8,3.53,3.93
"83","Brandon Williams","Mavericks",59,2.15,2.64,2.31,3.34,4.8,5.64,13.4,1.6,4.4,1.2,16.6,2.7,4.3,1.5,15.08,2.27,4.23,1.38
"84","Braxton Key","Warriors",24,0.25,1.21,0.58,2.54,1.46,3.12,1,0.4,0.5,0,0.5,0.9,0.25,0,0.71,0.73,0.14,0
"85","Brice Sensabaugh","Jazz",86,2.17,2.88,2.45,2.94,5.06,5.4,16.2,3.4,1.8,3.4,14.6,3.6,1.8,3.2,13.8,3.53,1.93,2.93
"86","Brodric Thomas","Celtics",6,0,0,0.33,3.17,0,3.5,3,0.6,1.5,0.5,3,0.4,1.5,0.25,3.4,0.33,1.2,0.4
"87","Bronny James","Lakers",13,0.62,0.38,0.31,3.15,1,3.46,0,0,0,0,1.6,0.2,0.4,0.4,3.67,0.47,0.78,0.67
"88","Brook Lopez","Bucks",270,4.09,3.52,3.24,2.77,7.61,6.01,5,1.6,0.8,0.8,11.3,3.8,1.7,1.4,12.07,4,1.6,1.4
"89","Bruce Brown","Pelicans",271,2.73,2.81,2.79,2.35,5.54,5.14,13.5,3.2,4.25,2,10.22,2.9,3.56,1.11,8.77,3.2,3.08,0.92
"90","Bruno Fernando","Raptors",97,1.38,1.4,1.12,2.13,2.78,3.26,0,0.2,0,0,1,0.1,0,0,2,0.53,0.33,0
"91","Bryce McGowens","Trail Blazers",89,1.13,1.87,1.29,2.01,3,3.3,0,0.4,0.33,0,0,0.2,0.2,0,0.88,0.13,0.12,0
"92","Bryn Forbes","Timberwolves",84,1.73,2.85,1.7,2.83,4.57,4.54,5.33,0.4,1,1.33,5.33,0.2,1,1.33,5.5,0.13,1,1.25
"93","Bub Carrington","Wizards",74,2.46,1.99,2.82,2.12,4.45,4.95,13.6,3.8,5.8,1.8,9.2,3.6,5.3,1,9.87,3.6,5.07,1.13
"94","Buddy Boeheim","Pistons",10,0,1.6,0.1,3.3,1.6,3.4,2.25,0.4,0,0.5,1.5,0.3,0,0.33,3.09,0.73,0.36,0.73
"95","Buddy Hield","Warriors",331,3.46,3.17,3.79,3.58,6.63,7.36,14.8,4.6,2.2,3,14.3,3.7,2,3.2,11.67,3.33,1.53,2.53
"96","CJ Elleby","Trail Blazers",50,1.9,2,1.22,1.66,3.9,2.88,9.4,4.2,1.8,1.4,8.7,5.4,2.8,1.2,8.33,5.13,2.2,1.07
"97","CJ McCollum","Pelicans",272,5.29,5.4,5.32,4.73,10.69,10.05,14.2,4.2,4.8,2,14.89,3.4,4.44,2.56,15.62,3.2,4.77,2.62
"98","Cade Cunningham","Pistons",213,5.33,5.14,6.23,5.09,10.47,11.32,25.8,8.8,8,0.8,28.1,7.8,8.6,1.4,27.27,6.93,8.53,1.2
"99","Caleb Houstan","Magic",110,0.89,1.52,1.34,2.2,2.41,3.54,1.2,0.8,0.2,0.4,5.3,1.9,1,1.6,5.27,1.67,0.87,1.6
"100","Caleb Martin","Mavericks",270,2.15,2.82,2.09,2.69,4.97,4.78,3.75,2.6,1.75,0.5,4.71,2,1.86,0.43,4.22,1.67,2,0.33
"101","Cam Christie","Clippers",5,0,0,0.4,3.2,0,3.6,1.67,0.4,0,0.33,1,0.2,0.4,0.2,1.17,0.2,0.5,0.17
"102","Cam Reddish","Lakers",138,2.01,2.7,1.75,2.64,4.72,4.38,1,0.8,0,0,1,0.4,0,0,1,0.27,0,0
"103","Cam Spencer","Grizzlies",13,0.62,1.92,0.62,2.69,2.54,3.31,1,0.2,1,0,2.57,0.6,1.29,0.57,4,0.6,1.11,0.89
"104","Cam Thomas","Nets",188,3.97,4.33,4.16,4.81,8.3,8.97,NA,0,NA,NA,22.8,1.3,5.8,2.8,21.67,1,5,2.33
"105","Cam Whitmore","Rockets",86,1.8,3.2,2.5,4.2,5,6.7,0,0,0,0,6.8,0.9,0.2,1.4,7.33,0.6,0.33,1.5
"106","Cameron Johnson","Nets",237,3.55,3.91,3.79,3.5,7.46,7.29,20,6.8,5.8,2.2,19.4,6.1,4.8,2.4,18.67,5.33,4.27,2.2
"107","Cameron McGriff","Trail Blazers",3,0,0,0,4.67,0,4.67,4.67,5,1,0.67,4.67,5,1,0.67,4.67,5,1,0.67
"108","Cameron Oliver","Hawks",2,0,1.5,4,6,1.5,10,11.5,2,1.5,0.5,11.5,2,1.5,0.5,11.5,2,1.5,0.5
"109","Cameron Payne","Knicks",261,1.62,2.85,1.71,2.7,4.47,4.41,0,0,1,0,1.33,0.4,0.83,0.33,1.09,0.53,0.73,0.18
"110","Caris LeVert","Hawks",273,3.27,3.47,3.48,3.54,6.73,7.03,16.4,4.6,2.6,1.8,15.62,3.4,3,1.75,16.92,3.27,3.08,2.08
"111","Carlik Jones","Bulls",6,0.5,0.17,0,3.33,0.67,3.33,5.67,0.4,1.33,1,3.4,0.2,0.8,0.6,3,0.33,1,0.5
"112","Carmelo Anthony","Lakers",68,2.87,4.35,3.19,2.97,7.22,6.16,10.75,3.2,1.25,0.75,11.11,3.7,0.89,1.22,12.07,3.8,0.93,1.64
"113","Carsen Edwards","Pistons",3,1,3.33,1.67,1.67,4.33,3.33,5.75,1.5,3.5,1,5.75,1.5,3.5,1,5.75,1.5,3.5,1
"114","Cason Wallace","Thunder",172,1.79,2.02,1.58,1.99,3.81,3.58,6.4,2.6,0.6,1,5.6,2.4,1.2,0.7,5.87,2.6,2,0.87
"115","Cassius Stanley","Pistons",8,1.25,1.75,1.38,2.12,3,3.5,4,1,0.33,0,5.38,1.6,0.38,0.38,5.78,1.73,0.44,0.44
"116","Cassius Winston","Wizards",4,0,0.5,0,3,0.5,3,2,0.2,1,0,2.4,0.1,1,0.4,2,0.07,1,0.29
"117","Cedi Osman","Spurs",201,2.24,2.93,1.86,2.41,5.17,4.26,9.6,2.8,2,2.2,7,2.5,1.2,1.5,6.13,2.4,1.2,1.27
"118","Chance Comanche","Trail Blazers",1,0,0,0,7,0,7,7,3,0,0,7,3,0,0,7,3,0,0
"119","Chandler Hutchison","Suns",2,0,0,0,2,0,2,0,0,1,0,0.67,0.1,0.33,0,0.5,0.13,0.5,0
"120","Charles Bassey","Spurs",84,1.36,1.37,1.19,1.92,2.73,3.11,5,1,1.5,0,4.6,2.3,1,0,5.11,3.33,0.67,0
"121","Charlie Brown Jr.","Knicks",11,1.09,0.82,0,1.36,1.91,1.36,0,0,0,0,0,0,0,0,0,0,0,0
"122","Chaundee Brown Jr.","Hawks",4,2,1.75,1.25,2.75,3.75,4,9.67,2.8,1.33,2,6.2,1.78,0.8,1.2,6.2,1.78,0.8,1.2
"123","Cheick Diallo","Pistons",2,2,3,0,0.5,5,0.5,3.67,3,0,0,3.67,3,0,0,3.67,3,0,0
"124","Chet Holmgren","Thunder",141,4.5,4.02,4.01,3.35,8.52,7.35,13,10,0.6,0.4,13.9,8.1,0.7,0.8,14.8,8.13,1,0.87
"125","Chima Moneke","Kings",1,0,0,0,2,0,2,2,0,0,0,1,0.2,0.5,0,1,0.18,0.5,0
"126","Chimezie Metu","Pistons",160,1.64,2.1,1.74,1.94,3.74,3.68,13.8,7.6,2,2.2,11.4,6.7,1.7,1.3,9.8,5.6,1.8,0.87
"127","Chris Boucher","Raptors",250,1.92,2.7,2,2.77,4.62,4.78,NA,0,NA,NA,NA,0,NA,NA,4,0.4,0,0
"128","Chris Chiozza","Warriors",15,0.53,0.93,1.33,1.67,1.47,3,3,0.4,1.5,0.5,1.14,0.4,1.43,0.14,1.5,0.4,2.25,0.12
"129","Chris Duarte","Bulls",143,2.56,2.66,2.1,2.03,5.22,4.14,0,0,1,0,1.25,0.4,1,0.25,1.25,0.27,1,0.25
"130","Chris Livingston","Bucks",15,0.33,0,0.53,2.4,0.33,2.93,0,0.2,0,0,1.33,0.2,0,0,1,0.2,0,0
"131","Chris Paul","Spurs",275,2.13,3.12,3.08,3.55,5.25,6.63,7.8,3,5,0.8,8.7,3.8,5.6,1.5,8.07,3.2,6,1.6
"132","Chris Silva","Mavericks",7,2.14,0.86,0,1,3,1,2,0,0,0,1.33,0.9,1.33,0,1.17,1.07,0.83,0
"133","Christian Braun","Nuggets",242,2.24,2.51,2.57,2.36,4.75,4.94,15,6.6,2.8,2.2,13.5,6.8,2.5,1.9,12.6,6.13,2.6,1.4
"134","Christian Koloko","Lakers",69,1.17,0.65,0.83,1.22,1.83,2.04,1,0.4,0,0,3.29,2,0.57,0,3.44,1.73,0.44,0
"135","Christian Wood","Lakers",178,4.04,3.67,3.96,3.26,7.71,7.21,NA,0,NA,NA,7.2,1.9,0.4,0.6,5.9,2.27,0.6,0.4
"136","Chuma Okeke","Cavaliers",120,1.73,1.53,1.62,2.42,3.25,4.03,3,0,1,1,1,0,0.33,0.33,4,1.4,1,0.86
"137","Clint Capela","Hawks",278,3.39,2.77,2.96,1.69,6.16,4.65,7.4,7,0.8,0,6.4,6.4,0.8,0,7.64,6.8,0.79,0
"138","Coby White","Bulls",283,3.21,4.05,4.14,4.55,7.26,8.7,24.6,5.4,4.4,3,27,4.3,4.7,3.3,27.87,4.8,4.2,3.13
"139","Cody Martin","Suns",146,1.99,1.95,1.92,1.83,3.94,3.75,2.6,3.4,1.2,0,2.78,3.1,1.44,0.11,4.36,3.2,1.64,0.5
"140","Cody Williams","Jazz",40,1.32,1.62,1.07,1.4,2.95,2.48,3.4,1.6,1,0.2,5,2.8,0.6,0.8,5.67,2.27,0.87,1
"141","Cody Zeller","Pelicans",79,1.35,1.1,0.99,1.11,2.46,2.1,NA,0,NA,NA,0.67,0.3,1,0,0.67,0.2,1,0
"142","Colby Jones","Wizards",33,0.58,1.03,0.7,2.91,1.61,3.61,9.2,3.8,3.2,0.8,9.11,3.2,2.78,0.89,8.2,2.13,2.5,0.8
"143","Cole Anthony","Magic",271,2.39,3.61,2.78,3.89,6,6.67,2.2,1.4,1.2,0,6,1.9,2.44,0.67,7.25,1.87,2.83,0.92
"144","Cole Swider","Raptors",12,0.25,1.5,0.92,3.33,1.75,4.25,7,2.2,0.33,2.33,5.25,1.2,0.25,1.75,5.25,0.8,0.25,1.75
"145","Colin Castleton","76ers",22,0.73,0.86,0.91,2.86,1.59,3.77,9,7,1.4,0,8,7.8,1.9,0.1,7.36,5.27,1.73,0.09
"146","Collin Gillespie","Suns",35,0.97,0.97,1.14,2.86,1.94,4,10,3.6,3.6,2.4,6.7,3.5,3.4,1.5,5.53,2.8,2.8,1.27
"147","Collin Sexton","Jazz",193,4.49,4.46,4.73,3.73,8.95,8.46,24,2.2,4.75,3,20.11,2.9,5.33,1.78,19.09,2.07,4.91,1.64
"148","Corey Kispert","Wizards",286,2.71,3.34,2.6,2.61,6.06,5.21,10.6,2.4,1.8,1.4,10.4,2.8,2,1.7,11.8,2.93,2,2.07
"149","Cory Joseph","Magic",168,1.46,1.66,1.86,2.11,3.12,3.97,5,1.8,3,1,5.3,2.4,3,1.1,6.27,2.33,2.73,1.27
"150","Craig Porter Jr.","Cavaliers",69,1.16,1.8,0.68,2.64,2.96,3.32,2.67,0.6,1.33,0,3.29,1.1,1.43,0,2.67,0.73,1.11,0
"151","Craig Sword","Wizards",1,0,4,2,0,4,2,2,0,0.33,0,2,0,0.33,0,2,0,0.33,0
"152","D'Angelo Russell","Nets",296,4.68,4.28,3.92,3.67,8.95,7.59,13.75,2.4,6.25,2,13.75,2.2,5.88,2.12,13.58,2.13,5.08,2.08
"153","D'Moi Hodge","Lakers",4,0,0,0,3.5,0,3.5,2.67,0,1,0.67,2.33,0,0.83,0.5,2,0,0.71,0.43
"154","D.J. Augustin","Rockets",44,1.82,1.66,1.25,1.95,3.48,3.2,NA,0,NA,NA,4.5,0.1,2.5,0.5,3.43,0.47,1.71,0.86
"155","D.J. Carton","Raptors",5,0,1,0.4,1.4,1,1.8,0,0,0,0,0.43,0.2,0,0,1,0.47,0.55,0.09
"156","D.J. Wilson","76ers",4,0.5,1,3,5.5,1.5,8.5,0,0,0,0,3.2,0.4,0.6,0.4,5,1.38,0.88,0.25
"157","DaQuan Jeffries","Hornets",38,1.37,1.87,1.92,1.71,3.24,3.63,8,2.4,1.2,1.4,10.5,2.6,1.3,2,8.13,2.4,1.2,1.47
"158","Daeqwon Plowden","Hawks",2,2.5,1,3,5.5,3.5,8.5,0,0,0,0,8,0.56,0,2,8,0.56,0,2
"159","Daishen Nix","Kings",68,0.75,1.09,0.76,2.24,1.84,3,NA,0,NA,NA,0.33,0.4,1,0,0.33,0.27,1,0
"160","Dakota Mathias","Grizzlies",1,0,0,0,6,0,6,0,0,0.5,0,1,0.2,0.17,0.33,1,0.2,0.17,0.33
"161","Dalano Banton","Trail Blazers",166,1.61,1.99,1.7,2.93,3.6,4.64,11.4,3.2,4.8,1.2,6.33,1.8,3.22,0.67,6.5,2.27,2.43,0.71
"162","Dalen Terry","Bulls",118,1,1.11,0.94,1.77,2.11,2.71,4.2,3,1.6,0.6,6.6,3,1.8,0.9,5.27,2.33,1.53,0.67
"163","Dalton Knecht","Lakers",68,1.85,3.18,2.09,2.76,5.03,4.85,2.5,0.6,0,0.5,2.57,1.1,0.43,0.57,5.75,1.6,0.92,1.25
"164","Damian Jones","Cavaliers",97,1.76,1.79,1.54,2.1,3.56,3.64,0,0,0,0,0,0.2,1,0,1.25,0.13,0.5,0.25
"165","Damian Lillard","Bucks",228,6.75,6.66,7.1,5.74,13.4,12.84,11.2,2.4,4,1.4,16.6,4.3,5.7,2.2,19.47,4.13,5.27,2.67
"166","Damion Baugh","Hornets",12,1.33,1.75,1.58,3.33,3.08,4.92,8,3.4,3.6,0.8,6.6,3.3,3.7,0.7,8,3.17,3.83,0.92
"167","Damion Lee","Suns",153,1.08,2.24,1.1,3.3,3.33,4.41,4,0.6,0.5,1,3.25,0.3,0.5,0.75,2.6,0.27,0.4,0.6
